Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
76,"JC Harsanyi","Rationality postulates for bargaining solutions in cooperative and in Non-Cooperative games",1962,"Management Science","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/mnsc.9.1.141","https://scholar.google.com/scholar?cites=15325019499277449892&as_sdt=2005&sciodt=2007&hl=en",39,"2022-02-09 13:55:36","","10.1287/mnsc.9.1.141","","",,,,,76,1.27,76,1,60,"… (But it can be derived only from the stronger form of our rational-expectations postulates. The weaker form of these postulates would be insuﬂicient for this purpose.) Let A; and A, be the last offers of party 1 and party 2 respectively at some given stage of the bargaining process. …","https://scholar.google.com/scholar?output=instlink&q=info:pPpdBgpordQJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=3506059093354549849&oi=lle","https://scholar.google.com/scholar?q=related:pPpdBgpordQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"CR Jung","Money in Motion",1962,"","JSTOR","https://www.jstor.org/stable/2977708","",54,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,60,"… of business expectations and business behavior indicate that it is not business planning that is at fault (though the failure of plans to mesh might make for a somewhat uneven rate of growth), but it is the failure of the money system to validate otherwise rational expectations that …","",""
14,"MH Miller","Further Comment",1962,"The Quarterly Journal of Economics","academic.oup.com","https://academic.oup.com/qje/article-abstract/76/3/480/1886564","https://scholar.google.com/scholar?cites=17941574787014358451&as_sdt=2005&sciodt=2007&hl=en",73,"2022-02-09 13:55:36","CITATION","","","",,,,,14,0.23,14,1,60,"Since a full treatment of the subject would be far too space-consuming to pass as a"" comment,"" we shall attempt here merely to establish the possibility of lender's rationing in an isolated transaction, using the convenient special case of a quadratic lender's utility function as the …","","https://scholar.google.com/scholar?q=related:s3UY0zVH_fgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"Y Bar-Hillel, JS Bell","American Economic Association. Readings in Business Cycles.(edited by Robert A. Gordon and Lawrence Klein). Richard D. Irwin, Homewood, IL, 1965 …",1962,"Philosophy of Science","philsci.com","http://www.philsci.com/pdf/BIBLIO.pdf","",83,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,2,60,"… Rational Expectations and the Theory of Price Movements"" Econometrica. Vol. 29 (1961)Pp. … Rational Expectations, Econometric Exogeniety, and Consumption” Journal of Political … After Keynesian Macroeconomics"" in Rational Expectations and Econometric Practice. Edited by …","http://www.philsci.com/pdf/BIBLIO.pdf",""
0,"A Martin","Capital and Credit Needs in a Changing Agriculture",1962,"","JSTOR","","",84,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,60,"","https://scholar.google.com/scholar?output=instlink&q=info:fF4tgHZp0yoJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=11725954610216270784&oi=lle",""
73,"MH Miller",": Further Comment",1962,"The Quarterly Journal of Economics","JSTOR","https://www.jstor.org/stable/1879634","https://scholar.google.com/scholar?cites=13996573728326097763&as_sdt=2005&sciodt=2007&hl=en",87,"2022-02-09 13:55:36","Credit Risk and Credit Rationing","","","",,,,,73,1.22,73,1,60,"In addition, if x< LR, so that the borrower cannot keep his promise, the lender must, in general, expect to incur collection or recovery costs (lawyers' fees, court charges, brokerage commissions on the sale of assets, etc.) and possibly also certain indirect costs of the kind …","","https://scholar.google.com/scholar?q=related:YxtxHabRPcIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"G FROMM, J HARSANYI, KENI INADA…","FISHER, FM:(see ANDO)",1962,"…","search.proquest.com","https://search.proquest.com/openview/00677cc16e073c9f1833473e901860e9/1?pq-origsite=gscholar&cbl=48032","",89,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,4,60,"… DEFINING ""RATIONAL"" expectations as forecasts which on the average conform to the predictions of the best-available economic model, what is the nature of such expectations for a manufacturer who desires to predict future sales? This paper attempts to answer this question …","",""
0,"S Hoos","Agricultural Supply Functions: Estimating Techniques and Interpretation",1962,"","JSTOR","https://www.jstor.org/stable/1823528","",92,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,60,"… Two attracted this reviewer's interest: Nerlove's account of Muth's ""rational expectations hypothesis,"" and Richard H. Day's ""recursive programming."" The latter is a synthesis of time-series analysis and linear-programming versions of production theory. …","",""
71,"BC French, RG Bressler","The lemon cycle",1962,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1235524","https://scholar.google.com/scholar?cites=14982040813000313585&as_sdt=2005&sciodt=2007&hl=en",95,"2022-02-09 13:55:36","","","","",,,,,71,1.18,36,2,60,"… Although we considered Nerlove's ""adaptive expectations"" or distributed lags approach and Muth's newer ""rational expectations"" model, neither seemed directly applicable in this case.6 The profit expectations influencing lemon production pertain to a period extending 20 or …","https://scholar.google.com/scholar?output=instlink&q=info:8cpJvb3m6s8J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=713766587913069582&oi=lle","https://scholar.google.com/scholar?q=related:8cpJvb3m6s8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"AA Walters","Agricultural Supply Functions: Estimating Techniques and Interpretation",1962,"","JSTOR","","",98,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,1,60,"","https://scholar.google.com/scholar?output=instlink&q=info:ENxommG0nYQJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=10904621109223871174&oi=lle",""
397,"OA Davis, A Whinston","Externalities, welfare, and the theory of games",1962,"Journal of Political Economy","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/258637","https://scholar.google.com/scholar?cites=9130493437358008224&as_sdt=2005&sciodt=2007&hl=en",119,"2022-02-09 13:55:36","","10.1086/258637","","",,,,,397,6.62,199,2,60,"… A (somewhat naive) application of Muth's ""Rational Expectations Hypothesis""""4 suggests that the one hypothesis that the firms would not be expected to use would be that the other firm would not change its output in the next period. Change would be expected. Thus, under this …","https://www.cmu.edu/dietrich/sds/docs/davis/Externalities,%20Welfare,%20and%20the%20Theory%20of%20Games.pdf","https://scholar.google.com/scholar?q=related:oGfC5WcHtn4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
200,"TD Wallace","Measures of social costs of agricultural programs",1962,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1235863","https://scholar.google.com/scholar?cites=1020223472204159570&as_sdt=2005&sciodt=2007&hl=en",127,"2022-02-09 13:55:36","","","","",,,,,200,3.33,200,1,60,"Using the first major premise outlined previously, total utility in competitive equilibrium is the area OABC. By imposition of the program, total utility is reduced to the area OAFD, a net loss of DFBC. But from the second premise, variable resources of value DEBC are freed for pro-…","https://scholar.google.com/scholar?output=instlink&q=info:Upo-tNePKA4J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=15969568214489309328&oi=lle","https://scholar.google.com/scholar?q=related:Upo-tNePKA4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"J Feldman","Selected Articles and Documents on: Methodology and Research in the Social Sciences",1962,"American Political Science Review","cambridge.org","https://www.cambridge.org/core/journals/american-political-science-review/article/selected-articles-and-documents-on-methodology-and-research-in-the-social-sciences/9316B12923BD7C339F62F36AD7547AEB","",160,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,60,"… Muth, JF Rational expectations and the …","","https://scholar.google.com/scholar?q=related:FrirKcHWZkkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"J Feldman","Selected Articles and Documents on: Methodology and Research in the Social Sciences",1962,"American Political Science Review","cambridge.org","https://www.cambridge.org/core/journals/american-political-science-review/article/selected-articles-and-documents-on-methodology-and-research-in-the-social-sciences/9316B12923BD7C339F62F36AD7547AEB","",161,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,60,"… Muth, JF Rational expectations and the …","","https://scholar.google.com/scholar?q=related:FrirKcHWZkkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
579,"CG Hempel","Deductive-nomological vs. statistical explanation",1962,"","conservancy.umn.edu","https://conservancy.umn.edu/bitstream/handle/11299/184632/3-03_Hempel.pdf?sequence=1","https://scholar.google.com/scholar?cites=749777855340331623&as_sdt=2005&sciodt=2007&hl=en",177,"2022-02-09 13:55:36","PDF","","","",,,,,579,9.65,579,1,60,"1. Objectives of This Essay. This essay is concerned with the form and function of explanation in the sense in which it is sought, and often achieved, by empirical science. It does not propose to examine all aspects of scientific explanation; in particular, a closer study of historical …","https://conservancy.umn.edu/bitstream/handle/11299/184632/3-03_Hempel.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Z8IDqPy-ZwoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"G Schmitt","Der Schweinezyklus und die Dynamik in den Wirtschaftswissenschaften",1962,"German Journal of Agricultural Economics …","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/298922/files/Jahrgang_1962_Heft_11_Artikel_50.pdf","",188,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,60,"„Wenn man versuchen wollte, in einem Satz die Eigenart unserer Generation von theoretischen Nationalökonomen zu charakterisieren, so müßte man meiner Ansicht nach das Bestreben hervorheben, die Methoden und Erkenntnisse der allgemeinen Theorie, der Lehre vom …","https://ageconsearch.umn.edu/record/298922/files/Jahrgang_1962_Heft_11_Artikel_50.pdf","https://scholar.google.com/scholar?q=related:9hqTYAZny00J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
31,"IK Fox, LE Craine","Organizational arrangements for water development",1962,"Natural Resources Journal","JSTOR","https://www.jstor.org/stable/24879216","https://scholar.google.com/scholar?cites=14194850897657128030&as_sdt=2005&sciodt=2007&hl=en",211,"2022-02-09 13:55:36","","","","",,,,,31,0.52,16,2,60,"… In addition, however, there are m evidences of strong cultural preferences for private enterprise which go deep than these rational expectations. The net effect of this commitment is t generally speaking, the advantages of public intervention must be clear demonstrable before …","https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=3901&context=nrj","https://scholar.google.com/scholar?q=related:XuR8Eq89_sQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
8318,"JF Muth","Rational expectations and the theory of price movements",1961,"Econometrica: Journal of the Econometric Society","JSTOR","https://www.jstor.org/stable/1909635","https://scholar.google.com/scholar?cites=13272367972275976348&as_sdt=2005&sciodt=2007&hl=en",1,"2022-02-09 13:55:36","","","","",,,,,8318,136.36,8318,1,61,"… In this section we shall therefore compare some of the empirical implications of the rational expectations hypothesis with those of the cobweb ""theorem."" The effects of rational expectations are particularly important because the cobweb theorem has often been regarded as one …","http://www.parisschoolofeconomics.eu/docs/guesnerie-roger/muth61.pdf","https://scholar.google.com/scholar?q=related:nPjHy1nsMLgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
9,"M Nerlove","The use of adaptive expectations in stability analysis: a reply",1961,"The Quarterly Journal of Economics","JSTOR","https://www.jstor.org/stable/1884209","https://scholar.google.com/scholar?cites=14304013887814190432&as_sdt=2005&sciodt=2007&hl=en",5,"2022-02-09 13:55:36","","","","",,,,,9,0.15,9,1,61,"… b The properties of rational expectations depend crucially on the nature of the stochastic elements introduced into the model, in this case the variable ut. It will not do too much violence to what is already a relatively unrealistic model to assume that the shock terms are weighted …","","https://scholar.google.com/scholar?q=related:YEVrVdgQgsYJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
42,"ES Mills","The use of adaptive expectations in stability analysis: A comment",1961,"The Quarterly Journal of Economics","JSTOR","https://www.jstor.org/stable/1884208","https://scholar.google.com/scholar?cites=14795767343643085081&as_sdt=2005&sciodt=2007&hl=en",6,"2022-02-09 13:55:36","","","","",,,,,42,0.69,42,1,61,"… In a forthcoming article,' Muth outlines an approach to ""rational expectations."" Stated in concise form, his hypothesis "" . . . is that, expectations being informed predictions of future events, are essentially the same as the prediction of the relevant economic theory."" …","","https://scholar.google.com/scholar?q=related:Gckr-QEgVc0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
54,"JF Muth","Rational Expectations and the Theory of Price Movements” reprinted in The new classical macroeconomics",1961,"Volume","","","https://scholar.google.com/scholar?cites=11238581913736562399&as_sdt=2005&sciodt=2007&hl=en",9,"2022-02-09 13:55:36","CITATION","","","",,,,,54,0.89,54,1,61,"","","https://scholar.google.com/scholar?q=related:38Zlu7R295sJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
23,"R Expectations","the Theory of Price Movements",1961,"Econometrica","","","https://scholar.google.com/scholar?cites=10121795843224636304&as_sdt=2005&sciodt=2007&hl=en",10,"2022-02-09 13:55:36","CITATION","","","",,,,,23,0.38,23,1,61,"","https://scholar.google.com/scholar?output=instlink&q=info:kAtuHLHXd4wJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=8327530099297959874&oi=lle","https://scholar.google.com/scholar?q=related:kAtuHLHXd4wJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
58,"JF Muth","Rational expectations and the theory of the business cycle",1961,"Journal of Monetary Economics","","","https://scholar.google.com/scholar?cites=1025815457879183212&as_sdt=2005&sciodt=2007&hl=en",12,"2022-02-09 13:55:36","CITATION","","","",,,,,58,0.95,58,1,61,"","","https://scholar.google.com/scholar?q=related:bE_-U7ltPA4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10,"JF Muth","Rational Expectations and the Theory of Price Movements, in «Econometrica», vol",1961,"","XXIX","","https://scholar.google.com/scholar?cites=12854423489423442505&as_sdt=2005&sciodt=2007&hl=en",13,"2022-02-09 13:55:36","CITATION","","","",,,,,10,0.16,10,1,61,"","","https://scholar.google.com/scholar?q=related:SYKF1w4WZLIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10,"JF Muth","Rational expectations and the theory of price movements, in “Econometrica”, 29",1961,"Reprinted in Lucas and Sargent (1981). All page …","","","https://scholar.google.com/scholar?cites=8041601434336078274&as_sdt=2005&sciodt=2007&hl=en",14,"2022-02-09 13:55:36","CITATION","","","",,,,,10,0.16,10,1,61,"","","https://scholar.google.com/scholar?q=related:wqnf9uWBmW8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
9,"JF Muth","Rational expectations and the theorv oi priee movements",1961,"Econometrica, JuIV","","","https://scholar.google.com/scholar?cites=10394864092200113680&as_sdt=2005&sciodt=2007&hl=en",15,"2022-02-09 13:55:36","CITATION","","","",,,,,9,0.15,9,1,61,"","","https://scholar.google.com/scholar?q=related:EBYNSNH5QZAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
8,"JF En ligneMUTH","Rational expectations and the theory of price movements",1961,"Econometrica","","","https://scholar.google.com/scholar?cites=13509764717486460610&as_sdt=2005&sciodt=2007&hl=en",17,"2022-02-09 13:55:36","CITATION","","","",,,,,8,0.13,8,1,61,"","https://scholar.google.com/scholar?output=instlink&q=info:ws7iyG5TfLsJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=7068373114707498390&oi=lle","https://scholar.google.com/scholar?q=related:ws7iyG5TfLsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
6,"FJ Muth","Rational Expectations and the theory of Price measurement; International library of critical writing in economics, Vol. 19",1961,"Aldershot, UK, Elgar","","","https://scholar.google.com/scholar?cites=17229825562899962608&as_sdt=2005&sciodt=2007&hl=en",18,"2022-02-09 13:55:36","CITATION","","","",,,,,6,0.10,6,1,61,"","","https://scholar.google.com/scholar?q=related:8NqY2g-jHO8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"JF Muth","Rational Expectations and the",1961,"Theory of Price Movements","","","https://scholar.google.com/scholar?cites=3458949004292750776&as_sdt=2005&sciodt=2007&hl=en",19,"2022-02-09 13:55:36","CITATION","","","",,,,,4,0.07,4,1,61,"","","https://scholar.google.com/scholar?q=related:uH0PCcunADAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"JF Muth","Rational expectations and macroeconomic persistence",1961,"Econometrica","","","https://scholar.google.com/scholar?cites=2592953691936613976&as_sdt=2005&sciodt=2007&hl=en",20,"2022-02-09 13:55:36","CITATION","","","",,,,,3,0.05,3,1,61,"","https://scholar.google.com/scholar?output=instlink&q=info:WGbrDqUF_CMJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=7180024833065456633&oi=lle","https://scholar.google.com/scholar?q=related:WGbrDqUF_CMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"JF Muth","Rational Expectations and the Theory of Price Movements, Econometrica, July 1961, Vol. 29, 315-335, reprinted in Muth, John F.(1988)",1961,"Rational Expectations and the Theory of Price …","","","https://scholar.google.com/scholar?cites=9015924922653828692&as_sdt=2005&sciodt=2007&hl=en",24,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.03,2,1,61,"","","https://scholar.google.com/scholar?q=related:VGZf4PL_Hn0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"JF Muth","Rational Expectations and the Theory of Price Movements, in http://www. fep. up. pt/docentes/pcosme/SE-1",1961,"Eco-29-3-315. pdf, acedido em","","","https://scholar.google.com/scholar?cites=6370287607919501379&as_sdt=2005&sciodt=2007&hl=en",25,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.03,2,1,61,"","","https://scholar.google.com/scholar?q=related:Q2AdA9TOZ1gJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"M Competitivos, M Collel","Whinston y Green, capítulo 10.- Kreps, capítulo 8.- Varian, capítulo 13.- Kreps, capítulos 8 y 20.- Muth,"" Rational Expectations and the Theory Price …",1961,"Econométrica, Julio","","","https://scholar.google.com/scholar?cites=3004152959516425682&as_sdt=2005&sciodt=2007&hl=en",26,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.03,1,2,61,"","","https://scholar.google.com/scholar?q=related:0j3qMjPlsCkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"JF Muth","Rational expectations and the theory of price movements. Econometrica, 29 (3), 315335",1961,"Natural Hazards Center (2006). Learning from …","","","https://scholar.google.com/scholar?cites=4857172667157979365&as_sdt=2005&sciodt=2007&hl=en",29,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.03,2,1,61,"","","https://scholar.google.com/scholar?q=related:5SCwbs4kaEMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"JF Muth","Rational Expectations and the Theory of Price movements,'Econo-metrica, juillet, 29: 315-335",1961,"Muth31529Econometrica1961","","","https://scholar.google.com/scholar?cites=12404873715659526055&as_sdt=2005&sciodt=2007&hl=en",30,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.03,2,1,61,"","","https://scholar.google.com/scholar?q=related:p093qev2JqwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
224,"M Nerlove, FV Waugh","Advertising without supply control: Some implications of a study of the advertising of oranges",1961,"American Journal of Agricultural …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.2307/1236019","https://scholar.google.com/scholar?cites=814688421660202342&as_sdt=2005&sciodt=2007&hl=en",82,"2022-02-09 13:55:36","","10.2307/1236019","","",,,,,224,3.67,112,2,61,"… rational expectations model of orange demand and supply has been developed but not estimated. (See Muth [12] for an explanation of the rational expectations hypothesis.) The chief difficulty is that producers' expectations are affected by the current advertising policy of the …","","https://scholar.google.com/scholar?q=related:ZhWul81aTgsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"WS Malik, AM Ahmed","The Taylor Rule and the Macroeconomic Performance in Pakistan",1961,"Working Papers & Research Reports","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.549.4340&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=13234371282598610051&as_sdt=2005&sciodt=2007&hl=en",86,"2022-02-09 13:55:36","PDF","","","",,,,,1,0.02,1,2,61,"… Specifically stating, low inflationary policy becomes dynamically inconsistent in the presence of discretionary powers to monetary authority with the economic agents having rational expectations. Barro and Gordon (1983a) highlighted that punishment by private agents to the …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.549.4340&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:g8TrFJDuqbcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10510,"MH Miller, F Modigliani","Dividend policy, growth, and the valuation of shares",1961,"the Journal of Business","JSTOR","https://www.jstor.org/stable/2351143","https://scholar.google.com/scholar?cites=561896991285015497&as_sdt=2005&sciodt=2007&hl=en",91,"2022-02-09 13:55:36","","","","",,,,,10510,172.30,5255,2,61,"… In the literature of economics a closely related, but not exact counterpart is Muth's ""hypothesis of rational expectations"" [18]. Among the more euphonic, though we feel somewhat less revealing, alternatives that have been suggested to us are ""putative rationality"" (by TJ …","","https://scholar.google.com/scholar?q=related:yXPnJVZCzAcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"DK Wetherbee, KF Jacobs","Migration of the common Coturnix in North America",1961,"Bird-Banding","JSTOR","https://www.jstor.org/stable/4510862","https://scholar.google.com/scholar?cites=7437212724782166792&as_sdt=2005&sciodt=2007&hl=en",108,"2022-02-09 13:55:36","","","","",,,,,3,0.05,2,2,61,"… Temporal analysis: While the numbers of records are insufficient to draw definitive conclusions, the records available suggest a migration pattern that fits rational expectations. The calendar date of release and …","","https://scholar.google.com/scholar?q=related:CPOns5FJNmcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"OA Coleman","THE TAXATION OF TIMBER—AN INDUSTRY VIEW",1961,"Proceedings of the Annual Conference on Taxation …","JSTOR","https://www.jstor.org/stable/23408313","",114,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,61,"… Rational expectations are based upon experience rather than the view from a crystal ball. Nor is certainty to be found in ""market value,"" in spite of the fine reliance placed upon this magical incantation. To use the expression, "" market value,"" is to state a problem in over-…","","https://scholar.google.com/scholar?q=related:N0P4EfW3L7IJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"EL Paras","The Characterization of Conflict Rules",1961,"Ateneo LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ateno11&section=75","",172,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,61,"… foreign law it selects must be the same law intended by the parties, otherwise we would unjustifiably deny the ""rational expectations of the parties"". It is evident too that the totality approach"" must admit at least one exception, namely, if the subject matter concerns property …","","https://scholar.google.com/scholar?q=related:26LcrfH2r1IJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"VOF SHARES","VOL. XXXIV OCTOBER 1961 No. 4",1961,"The Journal of Business","rikeizai.cocolog-nifty.com","http://rikeizai.cocolog-nifty.com/blog/files/dividend_policy_growth_and_the_valuation_of_shares.pdf","",173,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,61,"… In the literature of economics a closely related, but not exact counterpart is Muth's ""hypothesis of rational expectations"" [la]. Among the more euphonic, though we feel somewhat less revealing, alternatives that have been suggested to us are ""putative rationality"" (by TJ …","http://rikeizai.cocolog-nifty.com/blog/files/dividend_policy_growth_and_the_valuation_of_shares.pdf","https://scholar.google.com/scholar?q=related:NYGZEeVCAOwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"ES Mills","Output, Sales and Inventory Policy in the Competitive Firm and the Stability of a Competitive Market",1961,"","elischolar.library.yale.edu","https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1340&context=cowles-discussion-paper-series","",183,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,61,"Chapter, a firm is said to be in a perfectly competitive (or"" competitive"" for short) market if and only if it expects, for whatever reason, to be able to sell as much as it wishes each period at winatever price happens to rule in that period. The notion of a market is taken to include …","https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1340&context=cowles-discussion-paper-series","https://scholar.google.com/scholar?q=related:abPsiY1nUZAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"LC IRWIN JR","About Two Marks: Refugees and the Exchange Rate Before the Berlin Wall",1961,"","search.proquest.com","https://search.proquest.com/openview/62c8f6bcf6686597193e9cf9cff96512/1?pq-origsite=gscholar&cbl=42182","",207,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,61,"… and McMahon, Patrick C., “Testing Rational Expectations and Efﬁciency in the Foreign Exchange Market,” Econometrica, May 1983, 51, 553—63. Berlin in Zahlen, Berlin (West), 1950. Brabant, Jozef M. …","","https://scholar.google.com/scholar?q=related:MNdGf90uyMcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
8,"JF Muth","RATIONAL-EXPECTATIONS AND THE THEORY OF PRICE MOVEMENTS",1960,"Econometrica","BLACKWELL PUBL LTD 108 …","","https://scholar.google.com/scholar?cites=18397715616372987286&as_sdt=2005&sciodt=2007&hl=en",16,"2022-02-09 13:55:36","CITATION","","","",,,,,8,0.13,8,1,62,"","https://scholar.google.com/scholar?output=instlink&q=info:lpWRuODQUf8J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=16560692834552136213&oi=lle","https://scholar.google.com/scholar?q=related:lpWRuODQUf8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
